"grupo","x_r","y_r","x","y","dif","dif_x","dif_y"
"red",263.13,1066.5,346.039090909091,1057.68367346939,19.1049731745428,82.9090909090909,-8.81632653061224
"red",263.13,1066.5,276.220909090909,1150.25510204082,19.2353840616713,13.0909090909091,83.7551020408163
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,324.220909090909,1119.39795918367,18.4390889145858,61.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,276.220909090909,1150.25510204082,19.2353840616713,13.0909090909091,83.7551020408163
"red",263.13,1066.5,319.857272727273,1057.68367346939,13.1529464379659,56.7272727272727,-8.81632653061224
"red",263.13,1066.5,319.857272727273,1057.68367346939,13.1529464379659,56.7272727272727,-8.81632653061224
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,245.675454545454,1057.68367346939,4.47213595499958,-17.4545454545455,-8.81632653061224
"red",263.13,1066.5,245.675454545454,1057.68367346939,4.47213595499958,-17.4545454545455,-8.81632653061224
"red",263.13,1066.5,245.675454545454,1057.68367346939,4.47213595499958,-17.4545454545455,-8.81632653061224
"red",263.13,1066.5,250.039090909091,1119.39795918367,12.369316876853,-13.0909090909091,52.8979591836735
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,324.220909090909,1119.39795918367,18.4390889145858,61.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,250.039090909091,1150.25510204082,19.2353840616713,-13.0909090909091,83.7551020408163
"red",263.13,1066.5,250.039090909091,1150.25510204082,19.2353840616713,-13.0909090909091,83.7551020408163
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,276.220909090909,1119.39795918367,12.369316876853,13.0909090909091,52.8979591836735
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
"red",263.13,1066.5,250.039090909091,1119.39795918367,12.369316876853,-13.0909090909091,52.8979591836735
"red",263.13,1066.5,271.857272727273,1057.68367346939,2.82842712474619,8.72727272727273,-8.81632653061224
