"grupo","x","y","dif","dif_x","dif_y"
"magenta",975.452716297787,540,8,15.4527162977867,0
"magenta",975.452716297787,540,8,15.4527162977867,0
"magenta",975.452716297787,540,8,15.4527162977867,0
"magenta",975.452716297787,540,8,15.4527162977867,0
"magenta",977.38430583501,538.057553956835,9.05538513813742,17.3843058350101,-1.94244604316547
"magenta",977.38430583501,538.057553956835,9.05538513813742,17.3843058350101,-1.94244604316547
"magenta",977.38430583501,538.057553956835,9.05538513813742,17.3843058350101,-1.94244604316547
"magenta",981.247484909457,532.230215827338,11.7046999107196,21.2474849094567,-7.76978417266187
"magenta",983.17907444668,526.402877697842,13.8924439894498,23.1790744466801,-13.5971223021583
"magenta",981.247484909457,528.345323741007,12.5299640861417,21.2474849094567,-11.6546762589928
"magenta",983.17907444668,528.345323741007,13.4164078649987,23.1790744466801,-11.6546762589928
"magenta",981.247484909457,528.345323741007,12.5299640861417,21.2474849094567,-11.6546762589928
"magenta",981.247484909457,530.287769784173,12.0830459735946,21.2474849094567,-9.71223021582734
"magenta",981.247484909457,528.345323741007,12.5299640861417,21.2474849094567,-11.6546762589928
"magenta",981.247484909457,526.402877697842,13.0384048104053,21.2474849094567,-13.5971223021583
"magenta",981.247484909457,524.460431654676,13.6014705087354,21.2474849094567,-15.5395683453237
"magenta",981.247484909457,522.517985611511,14.2126704035519,21.2474849094567,-17.4820143884892
"magenta",979.315895372233,522.517985611511,13.4536240470737,19.3158953722334,-17.4820143884892
"magenta",981.247484909457,522.517985611511,14.2126704035519,21.2474849094567,-17.4820143884892
"magenta",981.247484909457,522.517985611511,14.2126704035519,21.2474849094567,-17.4820143884892
"magenta",992.837022132797,493.381294964029,29.4108823397055,32.8370221327968,-46.6187050359712
"purple",963.863179074447,120.334532374101,55.0363516232681,3.86317907444668,106.834532374101
"purple",975.452716297787,147.528776978417,69.462219947249,15.4527162977867,134.028776978417
"magenta",992.837022132797,479.784172661871,35.3553390593274,32.8370221327968,-60.2158273381295
"magenta",985.110663983903,516.690647482014,17.6918060129541,25.1106639839034,-23.3093525179856
"magenta",988.97384305835,534.172661870504,15.2970585407784,28.9738430583501,-5.8273381294964
"magenta",990.905432595573,541.942446043165,16.0312195418814,30.9054325955734,1.94244604316547
"magenta",988.97384305835,543.884892086331,15.1327459504216,28.9738430583501,3.88489208633094
"magenta",985.110663983903,543.884892086331,13.1529464379659,25.1106639839034,3.88489208633094
"magenta",987.042253521127,540,14,27.0422535211268,0
"magenta",985.110663983903,540,13,25.1106639839034,0
"magenta",983.17907444668,538.057553956835,12.0415945787923,23.1790744466801,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",983.17907444668,538.057553956835,12.0415945787923,23.1790744466801,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",981.247484909457,538.057553956835,11.0453610171873,21.2474849094567,-1.94244604316547
"magenta",979.315895372233,538.057553956835,10.0498756211209,19.3158953722334,-1.94244604316547
"magenta",952.273641851107,543.884892086331,4.47213595499958,-7.72635814889336,3.88489208633094
"magenta",942.61569416499,543.884892086331,9.21954445729289,-17.3843058350101,3.88489208633094
"magenta",938.752515090543,545.827338129496,11.4017542509914,-21.2474849094567,5.8273381294964
"magenta",936.82092555332,547.769784172662,12.6491106406735,-23.1790744466801,7.76978417266187
"magenta",934.889336016097,547.769784172662,13.6014705087354,-25.1106639839034,7.76978417266187
"magenta",971.58953722334,545.827338129496,6.70820393249937,11.58953722334,5.8273381294964
