"x","y","group","distance"
593,437,"blue","10.0498756211209"
595,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
590,479,"blue","32.0624390837628"
590,479,"blue","32.0624390837628"
589,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
589,466,"blue","19.2353840616713"
589,466,"blue","19.2353840616713"
589,466,"blue","19.2353840616713"
595,459,"blue","12.369316876853"
595,466,"blue","19.2353840616713"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,466,"blue","19.2353840616713"
594,445,"blue","2.82842712474619"
595,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
595,466,"blue","19.2353840616713"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,466,"blue","19.2353840616713"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
593,437,"blue","10.0498756211209"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,466,"blue","19.2353840616713"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
611,437,"blue","21.4709105535839"
611,445,"blue","19.1049731745428"
595,466,"blue","19.2353840616713"
594,445,"blue","2.82842712474619"
606,459,"blue","18.4390889145858"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
595,466,"blue","19.2353840616713"
605,445,"blue","13.1529464379659"
605,445,"blue","13.1529464379659"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
606,459,"blue","18.4390889145858"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
589,466,"blue","19.2353840616713"
589,466,"blue","19.2353840616713"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
593,437,"blue","10.0498756211209"
587,437,"blue","11.1803398874989"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
595,466,"blue","19.2353840616713"
587,437,"blue","11.1803398874989"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
587,437,"blue","11.1803398874989"
593,437,"blue","10.0498756211209"
605,445,"blue","13.1529464379659"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
595,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
593,437,"blue","10.0498756211209"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
587,437,"blue","11.1803398874989"
595,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
594,445,"blue","2.82842712474619"
595,459,"blue","12.369316876853"
587,437,"blue","11.1803398874989"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
593,437,"blue","10.0498756211209"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
589,459,"blue","12.369316876853"
595,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
589,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
594,445,"blue","2.82842712474619"
588,445,"blue","4.47213595499958"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
595,459,"blue","12.369316876853"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
587,437,"blue","11.1803398874989"
588,445,"blue","4.47213595499958"
587,437,"blue","11.1803398874989"
587,437,"blue","11.1803398874989"
588,445,"blue","4.47213595499958"
517,409,"purple","26.9258240356725"
469,360,"yellow","24.0208242989286"
469,360,"yellow","24.0208242989286"
490,346,"yellow","13.3416640641263"
491,353,"yellow","6.32455532033676"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
474,353,"yellow","19.9248588451713"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
470,374,"yellow","27.459060435492"
468,346,"yellow","28.1780056072107"
470,374,"yellow","27.459060435492"
468,346,"yellow","28.1780056072107"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,381,"yellow","31.8276609256791"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
468,353,"yellow","25.7099202643649"
470,374,"yellow","27.459060435492"
464,381,"yellow","36.4005494464026"
464,381,"yellow","36.4005494464026"
470,374,"yellow","27.459060435492"
476,381,"yellow","27.8028775489157"
464,374,"yellow","32.649655434629"
470,374,"yellow","27.459060435492"
470,374,"yellow","27.459060435492"
468,353,"yellow","25.7099202643649"
465,388,"yellow","40.3112887414927"
464,374,"yellow","32.649655434629"
463,353,"yellow","30.5941170815567"
446,360,"yellow","47.0106370941726"
463,360,"yellow","30.0166620396073"
474,360,"yellow","19.0262975904404"
451,353,"yellow","42.4264068711929"
448,381,"yellow","50.0899191454728"
468,346,"yellow","28.1780056072107"
462,346,"yellow","33.6154726279432"
463,353,"yellow","30.5941170815567"
468,353,"yellow","25.7099202643649"
469,360,"yellow","24.0208242989286"
468,353,"yellow","25.7099202643649"
469,360,"yellow","24.0208242989286"
468,346,"yellow","28.1780056072107"
474,353,"yellow","19.9248588451713"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
474,360,"yellow","19.0262975904404"
491,360,"yellow","2.23606797749979"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
463,360,"yellow","30.0166620396073"
473,346,"yellow","23.8537208837531"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
463,360,"yellow","30.0166620396073"
463,360,"yellow","30.0166620396073"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
446,353,"yellow","47.3814309619285"
474,353,"yellow","19.9248588451713"
463,353,"yellow","30.5941170815567"
463,353,"yellow","30.5941170815567"
468,353,"yellow","25.7099202643649"
468,353,"yellow","25.7099202643649"
468,346,"yellow","28.1780056072107"
468,346,"yellow","28.1780056072107"
463,353,"yellow","30.5941170815567"
468,353,"yellow","25.7099202643649"
463,360,"yellow","30.0166620396073"
464,374,"yellow","32.649655434629"
463,353,"yellow","30.5941170815567"
468,353,"yellow","25.7099202643649"
446,353,"yellow","47.3814309619285"
462,346,"yellow","33.6154726279432"
462,346,"yellow","33.6154726279432"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
474,353,"yellow","19.9248588451713"
463,353,"yellow","30.5941170815567"
473,346,"yellow","23.8537208837531"
473,346,"yellow","23.8537208837531"
474,353,"yellow","19.9248588451713"
474,360,"yellow","19.0262975904404"
473,346,"yellow","23.8537208837531"
559,360,"brown","42.2965719651132"
710,360,"red","15.2315462117278"
692,353,"red","24.1867732448956"
705,374,"red","1"
704,360,"red","14"
704,360,"red","14"
692,353,"red","24.1867732448956"
704,360,"red","14"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
692,360,"red","18.4390889145858"
692,353,"red","24.1867732448956"
704,353,"red","21"
692,353,"red","24.1867732448956"
703,346,"red","28.0178514522438"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
710,360,"red","15.2315462117278"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
721,346,"red","32.7566787083184"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,360,"red","18.4390889145858"
710,360,"red","15.2315462117278"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
709,346,"red","28.4429253066558"
692,360,"red","18.4390889145858"
721,346,"red","32.7566787083184"
710,360,"red","15.2315462117278"
691,346,"red","30.8706980808663"
704,353,"red","21"
692,360,"red","18.4390889145858"
691,346,"red","30.8706980808663"
722,353,"red","27.6586333718787"
709,346,"red","28.4429253066558"
691,346,"red","30.8706980808663"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
704,353,"red","21"
710,353,"red","21.8403296678416"
710,360,"red","15.2315462117278"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
722,353,"red","27.6586333718787"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
721,346,"red","32.7566787083184"
692,360,"red","18.4390889145858"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
709,346,"red","28.4429253066558"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,360,"red","15.2315462117278"
692,360,"red","18.4390889145858"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
710,360,"red","15.2315462117278"
709,346,"red","28.4429253066558"
710,360,"red","15.2315462117278"
710,360,"red","15.2315462117278"
710,360,"red","15.2315462117278"
703,346,"red","28.0178514522438"
709,346,"red","28.4429253066558"
710,353,"red","21.8403296678416"
710,360,"red","15.2315462117278"
710,353,"red","21.8403296678416"
722,353,"red","27.6586333718787"
709,346,"red","28.4429253066558"
710,360,"red","15.2315462117278"
710,360,"red","15.2315462117278"
693,367,"red","13.0384048104053"
693,367,"red","13.0384048104053"
693,367,"red","13.0384048104053"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
693,374,"red","11"
704,353,"red","21"
704,353,"red","21"
704,353,"red","21"
704,353,"red","21"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
703,346,"red","28.0178514522438"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
710,353,"red","21.8403296678416"
709,346,"red","28.4429253066558"
709,346,"red","28.4429253066558"
710,360,"red","15.2315462117278"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
722,353,"red","27.6586333718787"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
709,346,"red","28.4429253066558"
721,346,"red","32.7566787083184"
721,346,"red","32.7566787083184"
710,353,"red","21.8403296678416"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
721,346,"red","32.7566787083184"
692,353,"red","24.1867732448956"
710,353,"red","21.8403296678416"
704,353,"red","21"
710,360,"red","15.2315462117278"
704,353,"red","21"
704,353,"red","21"
691,346,"red","30.8706980808663"
722,353,"red","27.6586333718787"
692,353,"red","24.1867732448956"
721,346,"red","32.7566787083184"
692,353,"red","24.1867732448956"
692,353,"red","24.1867732448956"
709,346,"red","28.4429253066558"
692,353,"red","24.1867732448956"
709,346,"red","28.4429253066558"
529,514,"green","45.2769256906871"
473,514,"green","12.0830459735946"
463,542,"green","31.1448230047949"
463,542,"green","31.1448230047949"
480,542,"green","23.3452350598575"
463,542,"green","31.1448230047949"
463,542,"green","31.1448230047949"
463,542,"green","31.1448230047949"
463,528,"green","22.8473193175917"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
486,542,"green","23.0867927612304"
485,521,"green","2.23606797749979"
480,542,"green","23.3452350598575"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,528,"green","10.295630140987"
480,542,"green","23.3452350598575"
486,542,"green","23.0867927612304"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
486,542,"green","23.0867927612304"
486,542,"green","23.0867927612304"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
497,542,"green","26.4196896272458"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
507,521,"green","23.0867927612304"
479,528,"green","10.295630140987"
485,521,"green","2.23606797749979"
485,521,"green","2.23606797749979"
486,542,"green","23.0867927612304"
479,521,"green","5.3851648071345"
508,542,"green","33.2415402771893"
480,542,"green","23.3452350598575"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
508,542,"green","33.2415402771893"
486,542,"green","23.0867927612304"
508,542,"green","33.2415402771893"
508,542,"green","33.2415402771893"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
508,542,"green","33.2415402771893"
486,542,"green","23.0867927612304"
486,542,"green","23.0867927612304"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
480,542,"green","23.3452350598575"
508,542,"green","33.2415402771893"
508,542,"green","33.2415402771893"
485,521,"green","2.23606797749979"
486,542,"green","23.0867927612304"
508,542,"green","33.2415402771893"
497,542,"green","26.4196896272458"
486,542,"green","23.0867927612304"
486,542,"green","23.0867927612304"
507,521,"green","23.0867927612304"
486,542,"green","23.0867927612304"
508,542,"green","33.2415402771893"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
480,542,"green","23.3452350598575"
486,542,"green","23.0867927612304"
486,542,"green","23.0867927612304"
508,542,"green","33.2415402771893"
508,542,"green","33.2415402771893"
485,521,"green","2.23606797749979"
479,521,"green","5.3851648071345"
508,542,"green","33.2415402771893"
508,542,"green","33.2415402771893"
486,542,"green","23.0867927612304"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
513,521,"green","29.0688837074973"
486,542,"green","23.0867927612304"
497,542,"green","26.4196896272458"
497,542,"green","26.4196896272458"
507,521,"green","23.0867927612304"
507,521,"green","23.0867927612304"
508,542,"green","33.2415402771893"
497,542,"green","26.4196896272458"
496,521,"green","12.1655250605964"
496,521,"green","12.1655250605964"
507,514,"green","23.5372045918796"
591,493,"pink","19.2353840616713"
616,437,"blue","26"
640,445,"blue","48.0416485978573"
640,445,"blue","48.0416485978573"
630,466,"blue","42.485291572496"
634,437,"blue","43.1740662898458"
634,437,"blue","43.1740662898458"
634,437,"blue","43.1740662898458"
634,437,"blue","43.1740662898458"
634,437,"blue","43.1740662898458"
633,430,"blue","44.3846820423443"
634,437,"blue","43.1740662898458"
462,521,"green","22.0907220343745"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
495,514,"green","12.0830459735946"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,514,"green","7.07106781186548"
479,514,"green","7.07106781186548"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,514,"green","7.07106781186548"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
485,521,"green","2.23606797749979"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
479,521,"green","5.3851648071345"
484,514,"green","5"
484,514,"green","5"
479,521,"green","5.3851648071345"
479,514,"green","7.07106781186548"
479,521,"green","5.3851648071345"
648,493,"pink","57.2450871254468"
673,514,"magenta","34.4818792991333"
673,514,"magenta","34.4818792991333"
689,493,"magenta","35.3553390593274"
685,514,"magenta","23.259406699226"
673,514,"magenta","34.4818792991333"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
702,514,"magenta","10.770329614269"
701,493,"magenta","31.4006369362152"
701,493,"magenta","31.4006369362152"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
702,514,"magenta","10.770329614269"
685,514,"magenta","23.259406699226"
689,500,"magenta","29.4108823397055"
702,514,"magenta","10.770329614269"
714,514,"magenta","12.8062484748657"
685,514,"magenta","23.259406699226"
702,514,"magenta","10.770329614269"
700,486,"magenta","38.4707681233427"
714,514,"magenta","12.8062484748657"
732,514,"magenta","27.8567765543682"
732,514,"magenta","27.8567765543682"
714,514,"magenta","12.8062484748657"
685,514,"magenta","23.259406699226"
689,493,"magenta","35.3553390593274"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
683,493,"magenta","38.6005181312376"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
683,493,"magenta","38.6005181312376"
689,493,"magenta","35.3553390593274"
673,514,"magenta","34.4818792991333"
685,514,"magenta","23.259406699226"
673,514,"magenta","34.4818792991333"
685,514,"magenta","23.259406699226"
702,514,"magenta","10.770329614269"
714,514,"magenta","12.8062484748657"
685,514,"magenta","23.259406699226"
673,514,"magenta","34.4818792991333"
702,514,"magenta","10.770329614269"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
714,514,"magenta","12.8062484748657"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
683,493,"magenta","38.6005181312376"
690,514,"magenta","18.8679622641132"
702,514,"magenta","10.770329614269"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
702,514,"magenta","10.770329614269"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
683,493,"magenta","38.6005181312376"
689,493,"magenta","35.3553390593274"
685,514,"magenta","23.259406699226"
690,514,"magenta","18.8679622641132"
708,514,"magenta","10.1980390271856"
708,514,"magenta","10.1980390271856"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
707,493,"magenta","31.0161248385416"
706,479,"magenta","45"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
690,514,"magenta","18.8679622641132"
707,500,"magenta","24.0208242989286"
702,514,"magenta","10.770329614269"
708,514,"magenta","10.1980390271856"
714,514,"magenta","12.8062484748657"
714,514,"magenta","12.8062484748657"
690,514,"magenta","18.8679622641132"
701,500,"magenta","24.5153013442625"
702,514,"magenta","10.770329614269"
708,514,"magenta","10.1980390271856"
702,514,"magenta","10.770329614269"
707,500,"magenta","24.0208242989286"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
678,500,"magenta","36.8781778291715"
707,500,"magenta","24.0208242989286"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
702,514,"magenta","10.770329614269"
702,514,"magenta","10.770329614269"
708,514,"magenta","10.1980390271856"
690,514,"magenta","18.8679622641132"
683,493,"magenta","38.6005181312376"
690,514,"magenta","18.8679622641132"
685,514,"magenta","23.259406699226"
685,514,"magenta","23.259406699226"
690,514,"magenta","18.8679622641132"
708,514,"magenta","10.1980390271856"
706,486,"magenta","38"
683,493,"magenta","38.6005181312376"
689,493,"magenta","35.3553390593274"
708,514,"magenta","10.1980390271856"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
689,493,"magenta","35.3553390593274"
689,493,"magenta","35.3553390593274"
708,514,"magenta","10.1980390271856"
689,493,"magenta","35.3553390593274"
689,493,"magenta","35.3553390593274"
690,514,"magenta","18.8679622641132"
707,493,"magenta","31.0161248385416"
707,493,"magenta","31.0161248385416"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
690,514,"magenta","18.8679622641132"
706,486,"magenta","38"
706,486,"magenta","38"
685,514,"magenta","23.259406699226"
636,466,"blue","47.927027865287"
586,409,"blue","38.4707681233427"
572,374,"brown","34.6698716467194"
