"grupo","x","y"
"blue",35.5005888982423,22.303745137131
"blue",35.4201777964845,22.4672983612118
"blue",35.3397666947268,22.8761814214138
"yellow",49.6779783015668,25.6565862307872
"yellow",52.974833473634,25.7383628428276
"yellow",53.8593555929691,25.6565862307872
"yellow",54.2614111017577,25.6565862307872
"yellow",54.4222333052732,25.6565862307872
"yellow",54.5026444070309,25.6565862307872
"yellow",54.6634666105464,26.0654692909892
"yellow",54.7438777123042,26.5561289632316
"yellow",54.8242888140619,26.7196821873123
"yellow",54.9046999158196,26.8014587993527
"yellow",54.9851110175774,26.9650120234335
"yellow",55.0655221193351,27.0467886354739
"yellow",55.1459332210928,27.1285652475143
"yellow",55.2263443228506,27.1285652475143
"blue",43.4612879722582,24.5117136622217
"blue",39.6819661896446,24.1846072140601
"blue",38.4757996632785,23.939277377939
"blue",38.0737441544898,23.7757241538582
"blue",37.9129219509744,23.6939475418178
"blue",37.8325108492166,23.6121709297774
"blue",37.4304553404279,23.6121709297774
"blue",36.7871665263661,23.6121709297774
"blue",36.4655221193351,23.6121709297774
"blue",36.3046999158196,23.6121709297774
"blue",36.2242888140619,23.6121709297774
"blue",36.1438777123042,23.6121709297774
"blue",36.0634666105464,23.4486177056966
"blue",35.9026444070309,23.530394317737
"blue",35.1789444912113,23.121511257535
"yellow",46.3811231294996,26.637905575272
"yellow",51.447022540237,26.8832354113931
"yellow",53.3768889824226,27.2921184715951
"yellow",54.3418222035155,27.3738950836355
"yellow",54.6634666105464,27.4556716956759
"yellow",54.8242888140619,27.3738950836355
"yellow",54.9851110175774,27.3738950836355
"yellow",55.0655221193351,27.2921184715951
"yellow",55.1459332210928,27.2921184715951
"yellow",55.3067554246083,27.3738950836355
"yellow",55.387166526366,27.3738950836355
"yellow",55.4675776281238,27.3738950836355
"yellow",55.5479887298815,27.3738950836355
"yellow",55.6283998316392,27.3738950836355
"yellow",55.708810933397,27.3738950836355
"yellow",55.8696331369125,27.3738950836355
"yellow",56.0304553404279,27.4556716956759
"yellow",56.1108664421857,27.3738950836355
"blue",45.3911544144438,25.0023733344641
"blue",39.0386773755827,23.8575007658986
"blue",36.9479887298815,23.2032878695754
"blue",36.2242888140619,22.9579580334542
"blue",35.9830555087887,22.7944048093734
"yellow",50.6429115226596,26.1472459030296
"yellow",53.6985333894536,26.5561289632316
"yellow",54.3418222035155,26.5561289632316
"yellow",54.5026444070309,26.637905575272
"yellow",54.7438777123042,26.7196821873123
"yellow",55.0655221193351,27.2921184715951
"yellow",55.1459332210928,27.4556716956759
"yellow",55.2263443228506,27.5374483077163
"yellow",55.3067554246083,27.6192249197567
"yellow",55.387166526366,27.7827781438375
"yellow",55.5479887298815,27.9463313679183
"yellow",55.6283998316392,28.2734378160799
"yellow",55.7892220351547,28.1916612040395
"blue",40.8881327160106,25.5748096187468
"blue",39.1994995790981,25.411256394666
"blue",38.3953885615208,25.3294797826256
"blue",38.1541552562476,25.3294797826256
"blue",37.9933330527321,25.3294797826256
"blue",37.8325108492166,25.5748096187468
"blue",37.108810933397,25.4930330067064
"blue",36.8675776281238,25.411256394666
"blue",36.7871665263661,25.0841499465045
"blue",36.7067554246083,25.0841499465045
"blue",36.3851110175774,23.6939475418178
"blue",36.3046999158196,24.1028306020197
"yellow",50.0800338103554,27.6192249197567
"yellow",52.2511335578143,28.1916612040395
"yellow",52.7336001683607,28.0281079799587
"yellow",52.8944223718762,27.8645547558779
"yellow",53.2160667789072,27.4556716956759
"yellow",54.3418222035155,27.5374483077163
"yellow",54.5830555087887,26.3925757391508
"yellow",54.7438777123042,26.9650120234335
"yellow",54.9046999158196,27.5374483077163
"yellow",54.9851110175774,28.0281079799587
"yellow",55.0655221193351,28.1098845919991
"yellow",56.0304553404279,26.5561289632316
"yellow",58.5231994949177,28.1098845919991
"yellow",58.6840216984332,29.2547571605646
"blue",42.0942992423766,25.5748096187468
"blue",39.3603217826136,25.411256394666
"blue",38.314977459763,25.3294797826256
"blue",37.9933330527321,25.411256394666
"blue",37.8325108492166,25.2477031705852
"blue",37.4304553404279,25.1659265585448
"blue",37.3500442386702,25.1659265585448
"blue",37.1892220351547,25.1659265585448
"blue",37.108810933397,25.0841499465045
"blue",37.0283998316393,25.0841499465045
"blue",36.9479887298815,25.0841499465045
"blue",36.8675776281238,25.0841499465045
"blue",36.7871665263661,24.9205967224237
"yellow",51.5274336419947,26.9650120234335
"yellow",54.5830555087887,27.2103418595547
"yellow",55.6283998316392,27.2921184715951
"yellow",55.8696331369125,27.4556716956759
"yellow",56.0304553404279,28.518767652201
"yellow",56.1108664421857,28.6005442642414
"yellow",56.1912775439434,28.6823208762818
"yellow",56.3520997474589,28.6823208762818
"yellow",56.4325108492166,28.6823208762818
"yellow",56.5933330527321,28.6823208762818
"yellow",56.6737441544898,28.6823208762818
"yellow",56.7541552562476,28.6823208762818
"yellow",56.9953885615208,28.6823208762818
"yellow",57.0757996632785,28.6823208762818
"yellow",57.1562107650362,28.6823208762818
"yellow",57.236621866794,28.6823208762818
"yellow",57.3974440703095,28.6005442642414
"yellow",57.4778551720672,28.6005442642414
"yellow",57.5582662738249,28.4369910401606
"yellow",57.6386773755827,28.2734378160799
"yellow",57.8799106808559,28.1916612040395
"yellow",57.9603217826136,28.1916612040395
"blue",41.8530659371035,25.4930330067064
"blue",39.2799106808559,25.0841499465045
"blue",38.3953885615208,24.9205967224237
"blue",38.0737441544898,24.9205967224237
"blue",37.9129219509744,24.9205967224237
"blue",37.8325108492166,24.9205967224237
"blue",37.3500442386702,25.0023733344641
"blue",36.7871665263661,25.2477031705852
"blue",36.5459332210928,25.0841499465045
"blue",36.4655221193351,25.0841499465045
"blue",36.3851110175774,25.1659265585448
