"x","y","group","distance","dif_x","dif_y","p_x","p_y"
941,555,"magenta","7.28010988928052","-3.69764082811748","-13.0795847750865","943","562"
940,554,"magenta","8.54400374531753","-5.54646124217622","-14.9480968858131","943","562"
940,551,"magenta","11.4017542509914","-5.54646124217622","-20.5536332179931","943","562"
931,493,"purple","19.0262975904404","-35.127587867116","-1.86851211072664","950","494"
922,426,"purple","73.5391052434009","-51.7669715936447","-127.058823529412","950","494"
929,481,"purple","24.6981780704569","-38.8252286952335","-24.2906574394464","950","494"
933,529,"magenta","34.4818792991333","-18.4882041405874","-61.6608996539792","943","562"
931,551,"magenta","16.2788205960997","-22.1858449687049","-20.5536332179931","943","562"
931,559,"magenta","12.369316876853","-22.1858449687049","-5.60553633217993","943","562"
931,563,"magenta","12.0415945787923","-22.1858449687049","1.86851211072664","943","562"
932,566,"magenta","11.7046999107196","-20.3370245546461","7.47404844290657","943","562"
931,566,"magenta","12.6491106406735","-22.1858449687049","7.47404844290657","943","562"
932,566,"magenta","11.7046999107196","-20.3370245546461","7.47404844290657","943","562"
932,564,"magenta","11.1803398874989","-20.3370245546461","3.73702422145329","943","562"
933,564,"magenta","10.1980390271856","-18.4882041405874","3.73702422145329","943","562"
934,562,"magenta","9","-16.6393837265286","0","943","562"
935,560,"magenta","8.24621125123532","-14.7905633124699","-3.73702422145329","943","562"
935,559,"magenta","8.54400374531753","-14.7905633124699","-5.60553633217993","943","562"
936,559,"magenta","7.61577310586391","-12.9417428984112","-5.60553633217993","943","562"
936,559,"magenta","7.61577310586391","-12.9417428984112","-5.60553633217993","943","562"
935,559,"magenta","8.54400374531753","-14.7905633124699","-5.60553633217993","943","562"
935,559,"magenta","8.54400374531753","-14.7905633124699","-5.60553633217993","943","562"
934,559,"magenta","9.48683298050514","-16.6393837265286","-5.60553633217993","943","562"
930,558,"magenta","13.6014705087354","-24.0346653827636","-7.47404844290657","943","562"
926,557,"magenta","17.7200451466693","-31.4299470389986","-9.34256055363322","943","562"
924,557,"magenta","19.6468827043885","-35.127587867116","-9.34256055363322","943","562"
922,557,"magenta","21.5870331449229","-38.8252286952335","-9.34256055363322","943","562"
921,558,"magenta","22.3606797749979","-40.6740491092922","-7.47404844290657","943","562"
921,558,"magenta","22.3606797749979","-40.6740491092922","-7.47404844290657","943","562"
920,558,"magenta","23.3452350598575","-42.522869523351","-7.47404844290657","943","562"
919,558,"magenta","24.3310501211929","-44.3716899374097","-7.47404844290657","943","562"
913,557,"magenta","30.4138126514911","-55.4646124217622","-9.34256055363322","943","562"
909,557,"magenta","34.3656805548792","-62.8598940779971","-9.34256055363322","943","562"
907,556,"magenta","36.4965751817893","-66.5575349061146","-11.2110726643599","943","562"
907,557,"magenta","36.3455636907725","-66.5575349061146","-9.34256055363322","943","562"
906,557,"magenta","37.3363094051889","-68.4063553201733","-9.34256055363322","943","562"
903,557,"magenta","40.3112887414927","-73.9528165623495","-9.34256055363322","943","562"
882,556,"green","60.7453701939498","94.2898411169957","-61.6608996539792","831","589"
873,557,"green","52.8015151297763","77.650457390467","-59.7923875432526","831","589"
870,557,"green","50.4479930225178","72.1039961482908","-59.7923875432526","831","589"
869,558,"green","49.0407993409569","70.2551757342321","-57.923875432526","831","589"
869,559,"green","48.4148737476408","70.2551757342321","-56.0553633217993","831","589"
890,559,"magenta","53.084837759948","-97.9874819451131","-5.60553633217993","943","562"
921,562,"magenta","22","-40.6740491092922","0","943","562"
932,564,"magenta","11.1803398874989","-20.3370245546461","3.73702422145329","943","562"
935,565,"magenta","8.54400374531753","-14.7905633124699","5.60553633217993","943","562"
936,566,"magenta","8.06225774829855","-12.9417428984112","7.47404844290657","943","562"
937,566,"magenta","7.21110255092798","-11.0929224843524","7.47404844290657","943","562"
937,567,"magenta","7.81024967590665","-11.0929224843524","9.34256055363322","943","562"
