"x","y","group","distance","dif_x","dif_y","p_x","p_y"
615,500,"purple","17.464249196573","72.9691211401425","32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,500,"purple","12.2065556157337","45.6057007125891","32.8695652173913","599","493"
598,507,"purple","14.0356688476182","-4.56057007125891","65.7391304347826","599","493"
586,500,"purple","14.7648230602334","-59.2874109263658","32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
608,486,"purple","11.4017542509914","41.0451306413302","-32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,500,"purple","12.2065556157337","45.6057007125891","32.8695652173913","599","493"
609,500,"purple","12.2065556157337","45.6057007125891","32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
609,500,"purple","12.2065556157337","45.6057007125891","32.8695652173913","599","493"
598,507,"purple","14.0356688476182","-4.56057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
598,507,"purple","14.0356688476182","-4.56057007125891","65.7391304347826","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
615,507,"purple","21.2602916254693","72.9691211401425","65.7391304347826","599","493"
608,486,"purple","11.4017542509914","41.0451306413302","-32.8695652173913","599","493"
609,507,"purple","17.2046505340853","45.6057007125891","65.7391304347826","599","493"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
615,500,"purple","17.464249196573","72.9691211401425","32.8695652173913","599","493"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
717,466,"orange","33.5410196624968","-27.3634204275534","-154.95652173913","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
717,466,"orange","33.5410196624968","-27.3634204275534","-154.95652173913","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
717,466,"orange","33.5410196624968","-27.3634204275534","-154.95652173913","723","499"
705,466,"orange","37.589892258425","-82.0902612826603","-154.95652173913","723","499"
718,486,"orange","13.9283882771841","-22.8028503562945","-61.0434782608696","723","499"
706,479,"orange","26.2488094968134","-77.5296912114014","-93.9130434782609","723","499"
706,486,"orange","21.4009345590327","-77.5296912114014","-61.0434782608696","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
706,479,"orange","26.2488094968134","-77.5296912114014","-93.9130434782609","723","499"
718,486,"orange","13.9283882771841","-22.8028503562945","-61.0434782608696","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
708,507,"orange","17","-68.4085510688836","37.5652173913044","723","499"
718,479,"orange","20.6155281280883","-22.8028503562945","-93.9130434782609","723","499"
718,486,"orange","13.9283882771841","-22.8028503562945","-61.0434782608696","723","499"
706,479,"orange","26.2488094968134","-77.5296912114014","-93.9130434782609","723","499"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
608,486,"purple","11.4017542509914","41.0451306413302","-32.8695652173913","599","493"
615,507,"purple","21.2602916254693","72.9691211401425","65.7391304347826","599","493"
615,507,"purple","21.2602916254693","72.9691211401425","65.7391304347826","599","493"
613,479,"purple","19.7989898732233","63.8479809976247","-65.7391304347826","599","493"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
614,486,"purple","16.5529453572468","68.4085510688836","-32.8695652173913","599","493"
615,507,"purple","21.2602916254693","72.9691211401425","65.7391304347826","599","493"
