"x","y","group","distance","dif_x","dif_y","p_x","p_y"
574,493,"purple","65.3069674690228","-105.205479452055","256.935483870968","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
569,507,"purple","80.1124210094789","-123.99217221135","317.903225806452","602","434"
694,472,"orange","70.3846574190711","-244.227005870841","117.58064516129","759","445"
576,535,"purple","104.292856898256","-97.6908023483366","439.838709677419","602","434"
572,549,"purple","118.848643240047","-112.720156555773","500.806451612903","602","434"
591,486,"purple","53.1507290636732","-41.3307240704501","226.451612903226","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
689,493,"orange","84.8763806956918","-263.013698630137","209.032258064516","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,507,"orange","76.6093989011792","-169.080234833659","270","759","445"
690,507,"orange","92.7631392310545","-259.256360078278","270","759","445"
713,500,"orange","71.7007670809734","-172.837573385519","239.516129032258","759","445"
713,500,"orange","71.7007670809734","-172.837573385519","239.516129032258","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
614,493,"purple","60.2079728939615","45.0880626223092","256.935483870968","602","434"
570,521,"purple","92.6984358012583","-120.234833659491","378.870967741935","602","434"
558,521,"purple","97.4935895328508","-165.3228962818","378.870967741935","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
574,500,"purple","71.6937933157397","-105.205479452055","287.41935483871","602","434"
574,500,"purple","71.6937933157397","-105.205479452055","287.41935483871","602","434"
546,507,"purple","92.0054346220918","-210.41095890411","317.903225806452","602","434"
546,507,"purple","92.0054346220918","-210.41095890411","317.903225806452","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
574,500,"purple","71.6937933157397","-105.205479452055","287.41935483871","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
574,500,"purple","71.6937933157397","-105.205479452055","287.41935483871","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
569,514,"purple","86.5390085452797","-123.99217221135","348.387096774194","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
575,507,"purple","77.8331548891602","-101.448140900196","317.903225806452","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
591,493,"purple","60.0166643524946","-41.3307240704501","256.935483870968","602","434"
591,493,"purple","60.0166643524946","-41.3307240704501","256.935483870968","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
575,507,"purple","77.8331548891602","-101.448140900196","317.903225806452","602","434"
575,507,"purple","77.8331548891602","-101.448140900196","317.903225806452","602","434"
591,500,"purple","66.9103878332804","-41.3307240704501","287.41935483871","602","434"
653,479,"purple","68.0147042925278","191.624266144814","195.967741935484","602","434"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
690,514,"orange","97.5807358037436","-259.256360078278","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
708,514,"orange","85.8020978764505","-191.624266144814","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
702,514,"orange","89.4986033410578","-214.168297455969","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
708,514,"orange","85.8020978764505","-191.624266144814","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
732,514,"orange","74.0945342113708","-101.448140900196","300.483870967742","759","445"
732,514,"orange","74.0945342113708","-101.448140900196","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
714,514,"orange","82.3771813064759","-169.080234833659","300.483870967742","759","445"
708,514,"orange","85.8020978764505","-191.624266144814","300.483870967742","759","445"
609,507,"purple","73.3348484691964","26.3013698630137","317.903225806452","602","434"
598,514,"purple","80.0999375780031","-15.0293542074364","348.387096774194","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
575,507,"purple","77.8331548891602","-101.448140900196","317.903225806452","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
574,493,"purple","65.3069674690228","-105.205479452055","256.935483870968","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
582,535,"purple","102.961157724649","-75.146771037182","439.838709677419","602","434"
661,423,"purple","60.0166643524946","221.682974559687","-47.9032258064516","602","434"
661,423,"purple","60.0166643524946","221.682974559687","-47.9032258064516","602","434"
566,549,"purple","120.50311199301","-135.264187866928","500.806451612903","602","434"
592,507,"purple","73.6817480791546","-37.573385518591","317.903225806452","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
575,514,"purple","84.4334057112468","-101.448140900196","348.387096774194","602","434"
564,514,"purple","88.5663593019381","-142.778864970646","348.387096774194","602","434"
592,514,"purple","80.6225774829855","-37.573385518591","348.387096774194","602","434"
